property_id,lat,lng,addr_street,Suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
87796,-37.942114000000004,145.005694,5/33-35 Linacre Road,HAMPTON,5800000,house,2011,3,1,2,SC_046,2880.98,19949,591.25,27.08,0,hospital_036,177.24,S_088,630.63
67689,-37.744256,145.362143,8 Badger Court,LILYDALE,6545000,house,2010,3,1,3,SC_084,4516.24,19876,1784.75,61.0,0,hospital_151,1056.96,S_233,1866.28
26370,-37.589959,144.930824,3 Metropolitan Avenue,CRAIGIEBURN,2920000,house,2012,3,2,2,SC_110,1212.01,40221,1719.64,45.89,0,hospital_104,6823.16,S_178,529.93
73082,-37.85660172,145.299408,18 Mount View Road,BORONIA,6975000,house,2008,5,3,2,SC_049,4279.56,19869,1388.15,53.14,0,hospital_049,1612.24,S_146,1322.77
96176,-37.928339,145.047175,70 Mortimore Street,BENTLEIGH,10179000,house,2011,3,1,3,SC_046,1464.54,19938,1087.38,40.75,0,hospital_110,1051.86,S_107,1077.04
5126,-37.859284,144.844717,3 Newton Court,SEAHOLME,5500000,house,2010,4,1,1,SC_033,3634.59,19927,1008.34,28.0,0,hospital_141,4131.35,S_128,1616.83
86859,-37.904061600000006,144.99122169999998,51 Bay Street,BRIGHTON,28500000,house,2012,4,2,2,SC_015,4044.45,19952,1004.05,20.08,0,hospital_198,772.06,S_150,1058.6
84081,-37.852534999999996,145.004762,49 Aberdeen Road,PRAHRAN,8880000,house,2013,2,1,0,SC_066,1143.2,19946,827.51,22.7,0,hospital_132,402.98,S_115,501.83
42425,-37.7290535,145.0979004,594 Lower Plenty Road,VIEWBANK,4500000,house,2009,3,2,0,SC_017,3940.36,19984,2366.55,34.64,0,hospital_075,2753.94,S_020,2718.31
30841,-37.760117,145.011087,170 Raleigh Street,THORNBURY,8600000,house,2012,4,2,2,SC_103,2423.03,20014,1237.4,23.73,0,hospital_035,422.0,S_105,1201.95
2541,-37.808370000000004,144.88236799999999,84 Chirnside Street,KINGSVILLE,8892000,house,2016,3,1,0,SC_043,2459.3,20023,775.3,19.75,0,hospital_056,1729.34,S_201,1616.4
80910,-37.956556,145.209701,18 Second Avenue,DANDENONG NORTH,4323000,house,2013,3,1,2,SC_112,3431.19,19889,2890.94,51.33,0,hospital_048,1530.28,S_183,2948.64
91194,-37.973114,145.04093799999998,12 Comas Road,BEAUMARIS,11790000,house,2013,4,3,1,SC_079,2669.52,19866,1395.11,37.94,0,hospital_055,1239.18,S_023,2003.85
21046,-37.76206207,144.95770259999998,32 Davison Street,BRUNSWICK,6820000,house,2009,3,1,2,SC_030,3367.93,19967,277.8,23.0,0,hospital_011,833.08,S_074,885.2
66816,-37.763292,145.363136,1 Rolaine Close,LILYDALE,3600000,house,2010,3,2,2,SC_084,4367.67,19876,1609.94,61.0,0,hospital_113,748.93,S_081,1250.48
56728,-37.857463,145.098011,47 Barnes Avenue,BURWOOD,14800000,house,2012,4,3,2,SC_042,2285.54,19848,1548.27,36.0,0,hospital_089,338.84,S_112,1067.01
93627,-38.02348709,145.09825130000002,7 Gladstone Avenue,ASPENDALE,16660000,house,2009,3,1,1,SC_003,5883.58,19862,538.09,47.36,0,hospital_001,4284.1,S_119,1994.81
52353,-37.829515,144.99064199999998,143 Cremorne Street,CREMORNE,11832000,house,2015,2,1,1,SC_024,1783.8,19908,607.08,10.72,0,hospital_196,1059.94,S_102,1961.68
86244,-37.9151123,144.9935118,18 Carpenter Street,BRIGHTON,28900000,house,2012,4,2,2,SC_046,4781.8,19951,244.79,22.08,0,hospital_156,409.76,S_009,197.34
56857,-37.85963821,145.0995331,7 Iberia Court,BURWOOD,10848000,house,2009,1,1,0,SC_042,2093.2,19848,1619.47,36.0,0,hospital_089,533.0,S_112,911.6
96893,-37.999521,145.268898,5 Cressonierre Court,HALLAM,5192000,house,2016,4,2,2,SC_077,1913.29,19885,2029.59,59.29,0,hospital_119,4664.3,S_212,646.48
25368,-37.574527,144.917582,13B Huntington Drive,CRAIGIEBURN,3540000,house,2016,2,1,1,SC_005,253.17,40221,3792.49,45.89,0,hospital_104,8482.71,S_178,2606.99
38849,-37.774845,145.03984,34 Merton Street,IVANHOE,5382000,house,2014,2,1,2,SC_001,790.28,19932,120.74,21.92,0,hospital_039,1505.92,S_219,752.54
73370,-37.86585999,145.290863,26 Marie Street,BORONIA,5100000,house,2008,3,2,3,SC_049,3525.59,19869,828.57,53.14,0,hospital_049,803.38,S_146,606.03
10095,-37.789305999999996,144.933892,15 Collett Street,KENSINGTON,4664000,house,2012,2,1,0,SC_011,1741.54,20040,485.12,14.86,0,hospital_114,668.2,S_086,579.51
27855,-37.58715,144.92570600000002,85 Willmott Drive,CRAIGIEBURN,6545000,house,2011,3,2,2,SC_016,1226.02,40221,2253.74,45.89,0,hospital_104,7089.22,S_178,1056.72
82865,-37.905153000000006,145.278999,7 Boradino Place,ROWVILLE,12180000,house,2015,4,2,3,SC_049,2832.77,19867,2865.54,58.14,0,hospital_150,3091.51,S_199,1997.22
71479,-37.86207581,145.2377014,36 Sandhurst Road,WANTIRNA,17400000,house,2009,3,2,2,SC_032,5545.76,19870,3505.09,50.0,0,hospital_179,1666.31,S_227,1610.67
14213,-37.745558,144.922257,2A Amelia Avenue,ESSENDON,13991000,house,2014,3,2,2,SC_082,1953.63,20036,217.43,23.85,0,hospital_184,1555.4,S_197,1044.74
64507,-37.791412,145.262238,43 Maroondah Highway,CROYDON,8218000,house,2011,4,3,2,SC_022,2022.46,19878,1676.03,51.25,0,hospital_164,1911.4,S_157,901.44
74192,-37.91036987,145.2832947,9 Glenview Place,LYSTERFIELD,6525000,house,2008,5,3,3,SC_049,2820.44,19867,2900.51,58.14,0,hospital_150,2926.8,S_199,2364.18
25607,-37.603794,144.912063,16A Ballybunion Avenue,CRAIGIEBURN,5491000,house,2016,3,1,1,SC_016,1225.44,40221,2765.42,45.89,0,hospital_104,5272.8,S_178,2220.8
43877,-37.711290999999996,145.094446,6 Medbury Avenue,WATSONIA,11985000,house,2015,3,1,2,SC_017,5451.14,19984,938.84,34.64,0,hospital_075,1217.38,S_020,885.5
66495,-37.781378000000004,145.341023,51 Blue Ridge Drive,MOOROOLBARK,9702000,house,2011,4,2,2,SC_084,3516.75,19877,2545.79,55.25,0,hospital_113,2475.87,S_081,2501.58
75949,-37.900909000000006,145.09496399999998,22 Regent Street,OAKLEIGH,13050000,house,2011,4,2,2,SC_087,1820.28,19917,587.71,34.2,0,hospital_166,984.39,S_026,1792.76
75266,-37.905231,145.071824,51 Kinlock Avenue,MURRUMBEENA,8040000,house,2011,3,1,2,SC_087,2058.85,19918,1260.11,32.2,0,hospital_159,1933.24,S_167,2058.61
72404,-37.846872,145.269202,44 Scoresby Road,BAYSWATER,4576000,house,2010,3,1,2,SC_032,5199.36,19870,580.0,50.0,0,hospital_002,961.18,S_139,479.55
22424,-37.746719,144.94808700000002,264 Reynard St,COBURG,10880000,house,2015,2,1,0,SC_030,1603.35,19965,1427.88,28.0,0,hospital_084,1223.66,S_172,1610.66
53319,-37.82498932,145.0090179,44 Bunting Street,RICHMOND,5880000,house,2009,2,1,0,SC_038,1735.8,19906,313.76,12.75,0,hospital_122,729.19,S_102,1710.99
26325,-37.598921000000004,144.928709,3 Dorking Court,CRAIGIEBURN,3300000,house,2013,4,2,0,SC_110,985.98,40221,1328.35,45.89,0,hospital_104,5809.74,S_178,719.62
23355,-37.642346,144.892719,102 Greenvale Drive,GREENVALE,10800000,house,2015,4,2,2,SC_075,999.76,44817,3597.97,39.9,0,hospital_104,2612.31,S_211,995.01
66605,-37.780985,145.340416,66 Blue Ridge Drive,MOOROOLBARK,7189000,house,2012,3,2,2,SC_084,3448.4,19877,2499.94,55.25,0,hospital_113,2464.78,S_081,2476.75
47150,-37.726816,145.161111,4 Mays Road,ELTHAM,6300000,house,2016,5,1,2,SC_051,5917.53,19987,1884.16,44.67,0,hospital_075,5430.69,S_194,1343.54
13812,-37.755371999999994,144.91181,13 McPhail Street,ESSENDON,12614000,house,2010,2,2,1,SC_082,2443.22,20037,392.66,20.86,0,hospital_128,1283.76,S_197,1213.18
61936,-37.791384,145.24781399999998,4 Ripley  Court,RINGWOOD,9600000,house,2013,3,1,1,SC_032,2906.98,19879,2300.87,47.0,0,hospital_164,1947.08,S_157,910.32
72706,-37.867436,145.281363,1/12 Stradbroke Road,BORONIA,7018000,house,2015,4,2,2,SC_049,3819.68,19869,821.57,53.14,0,hospital_049,551.5,S_024,700.3
322,-37.80587006,144.89030459999998,13 William Street,SEDDON,6890000,house,2008,2,1,0,SC_043,2874.54,20024,388.44,17.75,0,hospital_056,1463.29,S_201,885.74
48182,-37.80602646,145.047226,26 Marshall Avenue,KEW,36160000,house,2009,4,3,0,SC_083,1905.69,19903,1826.52,23.0,0,hospital_064,311.74,S_039,1434.85
33912,-37.722561999999996,145.011505,157A North Road,RESERVOIR,7865000,house,2016,3,1,1,SC_103,2073.18,20010,746.34,32.9,0,hospital_139,1307.98,S_225,1538.99
80607,-37.9733,145.222423,1 Axel Street,DANDENONG,3384000,house,2013,4,1,2,SC_112,1665.06,19888,2164.21,54.44,0,hospital_033,643.39,S_183,1300.38
54624,-37.824174,145.023319,57 Evansdale Road,HAWTHORN,25300000,house,2015,4,2,2,SC_083,1155.1,19905,263.97,18.93,0,hospital_086,857.37,S_208,1165.87
14551,-37.756959,144.92511499999998,5 Loeman Street,ESSENDON,4730000,house,2016,4,2,2,SC_011,2938.01,20037,791.88,20.86,0,hospital_128,1334.4,S_025,1245.73
767,-37.79523468,144.8842316,28 Leander Street,FOOTSCRAY,3880000,house,2008,2,1,0,SC_043,2006.39,20023,738.09,19.75,0,hospital_056,290.94,S_201,1358.44
61073,-37.81443405,145.213913,1/27 Heatherbrae Avenue West,RINGWOOD,24300000,house,2009,4,2,2,SC_032,1323.89,19901,506.39,41.55,0,hospital_010,1797.86,S_040,1333.93
60615,-37.834571999999994,145.198205,24 Grove Street,VERMONT,11220000,house,2015,4,2,2,SC_088,2358.73,19900,1923.34,39.9,0,hospital_010,2708.9,S_202,2268.28
27001,-37.589301,144.902795,46 Cascade Terrace,CRAIGIEBURN,3905000,house,2016,3,2,1,SC_016,1051.68,40221,3836.29,45.89,0,hospital_104,7008.82,S_178,2801.71
48477,-37.798716,145.043273,46 Childers Street,KEW,22610000,house,2010,4,2,3,SC_083,2513.9,19931,2497.09,20.92,0,hospital_064,1195.65,S_039,1340.4
3740,-37.81783295,144.8851318,61 Powell Street,YARRAVILLE,6831000,house,2009,3,1,2,SC_043,3399.82,19996,476.46,15.3,0,hospital_056,2751.23,S_201,2213.64
41130,-37.703866999999995,145.076358,78 Gleeson Drive,BUNDOORA,7635000,house,2014,4,3,2,SC_047,5598.14,19984,1025.6,34.64,0,hospital_037,1696.13,S_155,1978.87
5093,-37.87324905,144.8148193,259 Queen Street,ALTONA,4494000,house,2009,2,1,1,SC_033,5895.97,19925,907.57,32.0,0,hospital_141,6851.12,S_128,1456.34
67862,-37.844657899999994,145.0153503,13 Stradbroke Avenue,TOORAK,5796000,house,2009,3,2,2,SC_038,772.01,19946,692.5,22.7,0,hospital_132,1196.86,S_102,787.86
30727,-37.7574501,145.00207519999998,14 Rossmoyne Street,THORNBURY,7500000,house,2009,3,1,0,SC_103,1988.83,20014,407.87,23.73,0,hospital_035,792.12,S_105,723.23
4603,-37.8355,144.86763100000002,64 Gordon Street,NEWPORT,8075000,house,2011,4,2,2,SC_033,2081.67,19994,1617.5,20.47,0,hospital_141,3658.87,S_056,1862.57
12606,-37.704240000000006,144.74551200000002,2/30 Jade Way,HILLSIDE,3312000,house,2014,4,2,1,SC_048,3216.59,20000,2548.57,39.0,0,hospital_057,8723.37,S_163,1281.89
38825,-37.773941,145.045964,31 Marshall Street,IVANHOE,19030000,house,2014,4,2,0,SC_001,764.76,19933,563.51,23.27,0,hospital_039,1780.63,S_219,735.38
10430,-37.791629,144.922187,33 Stockmans Way,KENSINGTON,17810000,house,2016,4,3,2,SC_011,1158.75,20040,765.64,14.86,0,hospital_114,790.33,S_086,704.49
16413,-37.712019,144.921453,12 MacKinnon Grove,GLENROY,4180000,house,2016,3,1,2,SC_082,2816.73,20033,660.22,30.85,0,hospital_184,3666.31,S_209,706.57
44131,-37.697583,145.13214,11 Macka Avenue,GREENSBOROUGH,8480000,house,2015,4,2,3,SC_051,3604.72,19986,2182.53,40.86,0,hospital_075,2461.78,S_051,1448.53
34574,-37.724282,145.00082,3 Broughton Avenue,RESERVOIR,6600000,house,2010,5,1,2,SC_103,1706.28,20011,489.87,29.73,0,hospital_139,785.93,S_085,1441.37
68084,-37.843868,145.02083100000002,4 Myoora Road,TOORAK,16740000,house,2010,3,2,1,SC_038,1164.85,19946,980.41,22.7,0,hospital_132,1550.86,S_102,1174.03
30287,-37.771724,144.99554799999999,61 Henry Street,NORTHCOTE,14160000,house,2011,4,2,2,SC_103,3621.83,20016,208.26,20.67,0,hospital_035,1460.67,S_105,2406.61
39035,-37.771001,145.03981000000002,8 Waverley Avenue,IVANHOE,38590000,house,2011,4,3,3,SC_001,385.18,19932,456.44,21.92,0,hospital_039,1163.38,S_219,349.32
77541,-37.936386999999996,145.201806,152 Haverbrack Drive,MULGRAVE,6020000,house,2011,3,2,2,SC_073,3631.07,19890,4068.78,49.29,0,hospital_161,1023.45,S_067,1169.94
75965,-37.898498,145.097478,23 Grant Street,OAKLEIGH,12580000,house,2014,2,1,2,SC_087,1790.75,19917,832.08,34.2,0,hospital_166,751.08,S_026,1708.62
51601,-37.793006899999995,145.1270905,6A Myers Court,DONCASTER,5240000,house,2009,4,2,2,SC_091,666.28,20042,2960.33,30.56,0,hospital_117,2352.38,S_188,721.83
85244,-37.879193,145.006392,125 Orrong Road,ELSTERNWICK,14430000,house,2010,3,1,1,SC_015,2541.34,19954,784.92,17.0,0,hospital_079,750.87,S_193,869.73
59289,-37.81054688,145.1990051,10 Dawe Road,MITCHAM,7380000,house,2009,3,2,2,SC_088,1968.28,19900,1035.63,39.9,0,hospital_010,431.5,S_202,2495.48
2529,-37.803764,144.88496,8 Williamstown Road,KINGSVILLE,7680000,house,2010,2,1,0,SC_043,2349.54,20023,220.01,19.75,0,hospital_056,1188.51,S_201,1195.94
3874,-37.82005,144.870887,79 Hawkhurst Street,YARRAVILLE,10480000,house,2014,2,1,2,SC_033,2246.11,19996,1738.91,15.3,0,hospital_056,3285.04,S_056,2744.59
58672,-37.809199,145.17811,2 Efron Street,NUNAWADING,7150000,house,2012,3,1,2,SC_088,1134.55,19899,1300.64,36.9,0,hospital_070,1382.58,S_202,1646.0
25493,-37.590067,144.907591,15 Madison Drive,CRAIGIEBURN,7840000,house,2011,4,2,2,SC_016,633.04,40221,3411.99,45.89,0,hospital_104,6843.24,S_178,2370.19
67632,-37.742403,145.339748,63 Chester Street,LILYDALE,8820000,house,2010,4,2,2,SC_084,2869.67,19876,1619.4,61.0,0,hospital_151,1869.15,S_233,1956.7
8094,-37.763872,144.78700800000001,14 Breadalbane Avenue,CAIRNLEA,4500000,house,2015,3,2,2,SC_107,4448.88,20003,2108.32,31.0,0,hospital_057,2448.47,S_159,649.16
76304,-37.908865999999996,145.089728,56 Abbeygate St,OAKLEIGH,4472000,house,2009,2,1,1,SC_087,2385.79,19917,953.7,34.2,0,hospital_166,1783.21,S_010,1578.16
2449,-37.782452,144.8696,7 Churchill Avenue,MAIDSTONE,6930000,house,2016,3,1,2,SC_043,1436.07,20022,1959.5,21.75,0,hospital_056,1882.81,S_149,1436.36
82170,-37.99694443,145.2303619,4 Grevillia Street,DOVETON,2070000,house,2009,3,1,0,SC_117,1468.25,19888,1969.92,54.44,0,hospital_119,1652.15,S_184,1632.99
32945,-37.73189926,144.99086,539 Gilbert Road,PRESTON,5150000,house,2009,3,1,1,SC_103,1298.05,20011,1118.69,29.73,0,hospital_139,1716.62,S_030,691.44
31092,-37.752506,144.987455,3 Taylor Street,THORNBURY,12610000,house,2014,4,2,3,SC_103,1922.75,20014,1018.61,23.73,0,hospital_144,1447.27,S_105,1432.68
83938,-37.857453,145.010483,37 Larnook Street,PRAHRAN,25440000,house,2015,3,2,2,SC_066,1867.27,19945,785.11,23.7,0,hospital_132,396.75,S_115,1143.25
77823,-37.924199,145.17191699999998,27 Matlock Avenue,MULGRAVE,5598000,house,2015,3,1,2,SC_073,2346.53,19913,3250.52,44.26,0,hospital_161,3956.92,S_067,1960.85
28512,-37.79715347,144.9927216,149a Hotham Street,COLLINGWOOD,4500000,house,2008,2,1,1,SC_008,2593.69,19975,270.06,11.27,0,hospital_170,1628.78,S_060,961.85
25548,-37.57519531,144.92976380000002,16 Burniston Avenue,CRAIGIEBURN,3450000,house,2009,3,2,2,SC_005,824.55,40221,3195.61,45.89,0,hospital_104,8444.95,S_178,2126.38
65054,-37.805351,145.312036,1/32 Mountain View Road,KILSYTH,6380000,house,2013,3,2,2,SC_022,2640.7,19877,2293.6,55.25,0,hospital_164,4971.48,S_224,386.98
37877,-37.64298,145.050141,99 Derby Drive,EPPING,3430000,house,2015,3,1,2,SC_062,3263.63,45795,1640.02,47.0,0,hospital_053,3116.29,S_083,2249.11
25118,-37.577369,144.90788999999998,11 Hennessy Street,CRAIGIEBURN,8050000,house,2016,4,2,2,SC_005,1151.09,40221,4144.09,45.89,0,hospital_104,8237.06,S_178,2955.03
38777,-37.76617432,145.03952030000002,27 Ailsa Grove,IVANHOE,9405000,house,2008,2,1,1,SC_001,278.27,19933,601.53,23.27,0,hospital_039,830.28,S_219,301.42
21727,-37.733661,144.96004399999998,1/81 Gaffney Street,COBURG,4410000,house,2010,2,1,1,SC_030,884.35,19964,246.68,30.0,0,hospital_084,2279.4,S_172,1000.64
29705,-37.770864,145.013477,213 Separation Street,NORTHCOTE,7700000,house,2015,4,1,3,SC_001,2512.91,19930,972.69,18.92,0,hospital_035,1014.54,S_105,2367.6
36813,-37.643276,145.024955,13 Hall Street,EPPING,4961000,house,2010,3,1,2,SC_062,5417.9,20005,1111.77,44.0,0,hospital_053,1187.49,S_196,1443.15
35016,-37.706814,145.028095,46 St Vigeons Road,RESERVOIR,6622000,house,2014,3,1,2,SC_047,3538.18,20009,1640.6,33.9,0,hospital_025,1743.89,S_225,2015.17
7866,-37.780405,144.806745,4 Maxweld Street,ARDEER,5445000,house,2016,3,1,1,SC_102,2369.93,20004,1609.47,28.0,0,hospital_174,2288.05,S_130,1914.38
48217,-37.810297999999996,145.0505,29 Alfred Street,KEW,30240000,house,2010,4,2,2,SC_099,1698.13,19903,1407.83,23.0,0,hospital_064,262.96,S_208,1705.08
93303,-37.993002000000004,145.073051,39 The Corso,PARKDALE,9955000,house,2011,3,1,1,SC_003,2810.98,19864,287.51,42.35,0,hospital_001,265.61,S_003,1057.03
95140,-37.91567,145.033041,20 Wheatley Road,BENTLEIGH,12768000,house,2007,4,2,1,SC_046,2693.23,19939,398.41,38.78,0,hospital_110,1962.98,S_107,904.31
75193,-37.893359999999994,145.058886,45 McLaurin Road,CARNEGIE,7130000,house,2013,3,1,1,SC_041,958.42,19920,792.88,28.24,0,hospital_108,2927.54,S_015,668.37
38993,-37.766934,145.041997,7 Lowe Street,IVANHOE,10900000,house,2014,3,2,0,SC_001,110.71,19933,372.48,23.27,0,hospital_039,1064.04,S_219,148.51
33972,-37.723809,145.001487,169 Spring Street,RESERVOIR,6539000,house,2010,3,1,1,SC_103,1756.5,20011,523.74,29.73,0,hospital_139,757.47,S_085,1487.79
84230,-37.85531616,144.9865265,60 Peel Street,WINDSOR,5590000,house,2008,2,1,1,SC_066,1086.59,19957,491.06,11.0,0,hospital_103,717.77,S_053,1495.15
47755,-37.812689,145.027738,11 Denmark Street,KEW,11700000,house,2015,3,1,2,SC_083,1107.47,19905,1102.54,18.93,0,hospital_086,791.85,S_039,820.12
46759,-37.718415,145.166354,19 Scarlet Ash Court,ELTHAM,18400000,house,2016,5,2,2,SC_051,5015.17,19987,1719.41,44.67,0,hospital_075,5528.13,S_194,828.05
63154,-37.82954,145.237644,93 Great Ryrie Street,HEATHMONT,6050000,house,2013,4,2,2,SC_032,2023.5,19871,622.61,46.0,0,hospital_105,2103.41,S_040,2108.17
37265,-37.641476000000004,145.02492800000002,3/12 Young Street,EPPING,2136000,house,2014,2,1,1,SC_062,5458.45,20005,1298.0,44.0,0,hospital_053,1347.98,S_196,1371.59
27981,-37.598960999999996,144.905326,9102 Baronial Way (Mt Aitken),CRAIGIEBURN,7191000,house,2013,4,2,2,SC_016,1010.85,40221,3365.95,45.89,0,hospital_104,5910.8,S_178,2588.63
4836,-37.864585999999996,144.83735900000002,11 Chifley Avenue,ALTONA,5742000,house,2012,3,1,2,SC_033,4300.48,19927,481.05,28.0,0,hospital_141,4769.54,S_128,750.1
49636,-37.803222,145.06315700000002,6 Birdwood Street,BALWYN,37500000,house,2015,5,3,2,SC_099,2393.85,19892,2562.32,26.7,0,hospital_064,1441.29,S_137,1135.0
96519,-38.01260376,145.2828369,140 Hinrichsen Drive,HALLAM,3008000,house,2009,4,2,2,SC_077,3139.25,19885,1280.18,59.29,0,hospital_069,2771.4,S_087,1635.79
68798,-37.861612,145.03047,13 Nicholls Street,MALVERN,15990000,house,2014,3,2,0,SC_023,1955.13,19944,526.89,20.25,0,hospital_157,263.62,S_235,209.01
24738,-37.68138885,144.96920780000002,38 Horne Street,CAMPBELLFIELD,6050000,house,2007,3,2,2,SC_072,5364.19,19961,2332.18,35.0,0,hospital_139,4762.04,S_161,1322.77
37662,-37.628465999999996,145.038442,64 Hayston Blvd,EPPING,4200000,house,2012,3,2,2,SC_062,4887.16,20005,2761.99,44.0,0,hospital_053,3218.98,S_196,2722.69
90652,-37.957859,145.06723300000002,4 Dewrang Street,CHELTENHAM,15120000,house,2016,3,2,2,SC_003,2419.46,19866,1481.58,37.94,0,hospital_109,847.19,S_023,1017.5
3208,-37.817019,144.882878,257A Williamstown Road,YARRAVILLE,6314000,house,2010,3,1,0,SC_043,3208.58,19996,633.96,15.3,0,hospital_056,2675.0,S_201,2247.68
88407,-37.945627,145.02785500000002,10A Telford Street,HIGHETT,12000000,house,2015,3,2,2,SC_046,1145.82,19872,1269.24,41.4,0,hospital_110,1604.55,S_214,503.12
12226,-37.713557,144.78038999999998,12 Oarsome Drive,DELAHEY,3950000,house,2011,3,2,2,SC_107,2827.66,20000,1487.64,39.0,0,hospital_057,6026.01,S_094,1304.69
4301,-37.842093,144.866596,25A Carmen Street,NEWPORT,2830000,house,2005,3,2,1,SC_033,2447.09,19994,1496.38,20.47,0,hospital_141,3149.93,S_056,1922.34
80770,-37.99519,145.211097,13 Raymond Street,DANDENONG,4860000,house,2011,3,1,1,SC_112,966.77,19888,593.63,54.44,0,hospital_119,1315.59,S_184,1017.73
60458,-37.84101486,145.20022580000003,13 Morack Road,VERMONT,4875000,house,2009,3,1,1,SC_088,3020.91,19900,2661.65,39.9,0,hospital_008,2518.42,S_202,2842.53
65800,-37.788083,145.315231,15 Reay Road,MOOROOLBARK,6083000,house,2013,5,2,1,SC_022,3082.04,19877,446.85,55.25,0,hospital_113,4534.07,S_224,1622.62
72671,-37.847868,145.286824,1 Garden Avenue,BORONIA,3490000,house,2010,3,1,1,SC_022,5440.36,19869,1417.1,53.14,0,hospital_049,1679.01,S_024,1550.21
82601,-37.903159,145.276354,17 Ellendale Street,ROWVILLE,6300000,house,2013,3,2,2,SC_049,2964.86,19868,2909.14,55.14,0,hospital_150,3279.32,S_199,1963.65
54048,-37.81862,145.02318,12 Connell Street,HAWTHORN,28390000,house,2013,4,1,1,SC_083,1110.4,19905,357.74,18.93,0,hospital_086,684.95,S_208,1090.17
58532,-37.811831,145.182521,12 Crest Grove,NUNAWADING,18400000,house,2014,5,2,2,SC_088,873.49,19900,1078.92,39.9,0,hospital_070,1017.34,S_202,1454.29
55348,-37.837322,145.06491699999998,24 Judd Street,CAMBERWELL,25280000,house,2015,3,2,2,SC_099,1566.3,19851,505.7,30.0,0,hospital_168,1302.4,S_160,593.97
3559,-37.81489563,144.8915405,45 Castlemaine Street,YARRAVILLE,5950000,house,2008,3,1,0,SC_043,3544.83,19996,176.81,15.3,0,hospital_056,2467.85,S_201,1674.61
353,-37.79413605,144.89393619999998,14 The Crescent,FOOTSCRAY,19575000,house,2010,4,2,2,SC_085,2338.76,20024,956.46,17.75,0,hospital_003,473.19,S_201,818.52
17453,-37.701783,144.935902,56 Maude Avenue,GLENROY,5026000,house,2014,2,1,3,SC_030,3631.66,20032,1673.65,32.83,0,hospital_184,5264.06,S_004,634.6
28669,-37.795958,144.98941499999998,61 Mater Street,COLLINGWOOD,7050000,house,2011,2,1,1,SC_008,2468.6,19975,568.45,11.27,0,hospital_178,1577.63,S_060,817.53
50884,-37.791168,145.134141,17 Baird Street,DONCASTER,15150000,house,2014,4,1,2,SC_091,848.96,20042,3316.96,30.56,0,hospital_194,2591.07,S_188,1005.55
90339,-37.961090000000006,145.064761,23 Parkin Avenue,CHELTENHAM,11130000,house,2014,3,1,2,SC_003,2408.04,19866,1088.52,37.94,0,hospital_082,701.97,S_023,805.45
54777,-37.815875,145.039539,9 York Street,HAWTHORN,18870000,house,2010,3,1,0,SC_083,618.11,19904,679.55,20.74,0,hospital_086,851.07,S_208,579.61
79067,-37.939888,145.14533,40 Burden Street,SPRINGVALE,6035000,house,2012,2,1,2,SC_073,5170.62,19914,591.23,42.27,0,hospital_076,2965.24,S_075,1610.34
46082,-37.729704,145.132502,41 Cressy St,MONTMORENCY,7700000,house,2011,3,2,2,SC_009,5364.18,19986,1872.97,40.86,0,hospital_075,3603.3,S_194,2778.42
75460,-37.903763399999995,145.06580300000002,7A Wallace Avenue,MURRUMBEENA,8060000,house,2013,4,3,3,SC_087,2200.31,19918,1434.5,32.2,0,hospital_159,2050.98,S_015,1971.07
65789,-37.771754,145.32184099999998,15 DAYMAR DRIVE,MOOROOLBARK,6480000,house,2012,3,1,2,SC_084,1666.56,19877,1667.97,55.25,0,hospital_113,3096.76,S_168,1442.6
18707,-37.686765,144.929559,327 Camp Road,BROADMEADOWS,3795000,house,2014,3,1,1,SC_059,3932.63,20030,968.9,36.83,0,hospital_104,4095.0,S_153,1190.8
42565,-37.759427,145.059862,72 Castle Street,EAGLEMONT,16800000,house,2010,5,2,2,SC_017,864.66,19935,271.89,26.86,0,hospital_046,183.91,S_100,754.67
91411,-37.973465000000004,145.038039,21 McDonald Street,BEAUMARIS,17100000,house,2010,4,2,2,SC_079,2721.62,19866,1636.13,37.94,0,hospital_055,1427.73,S_023,2205.66
5388,-37.857191,144.819274,Lot 137 Grieve Parade,ALTONA,6400000,house,2012,3,1,2,SC_033,4168.71,19925,1022.59,32.0,0,hospital_141,6379.32,S_128,1528.5
18723,-37.691324,144.91335700000002,34 Freeland Grove,JACANA,3360000,house,2014,4,2,2,SC_059,2525.83,20031,477.3,34.83,0,hospital_104,4565.06,S_153,1644.37
482,-37.80282974,144.8887024,189 Buckley Street,SEDDON,6900000,house,2009,3,1,1,SC_043,2600.67,20024,246.28,17.75,0,hospital_056,1101.81,S_201,850.85
55146,-37.83558273,145.07604980000002,18 Cooloongatta Road,CAMBERWELL,15240000,house,2009,3,1,2,SC_099,2018.32,19851,505.93,30.0,0,hospital_168,2186.31,S_160,448.67
52087,-37.826597,145.011465,100 Bendigo Street,RICHMOND,9737000,house,2010,2,1,0,SC_038,1580.94,19906,360.11,12.75,0,hospital_122,1006.12,S_102,1556.67
55430,-37.83708,145.083547,29 Dominic Street,CAMBERWELL,6292000,house,2011,3,1,1,SC_099,2653.44,19850,1041.05,32.0,0,hospital_089,2449.13,S_160,1127.11
